,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
9-Nov-22,4.718,5.4476,4.752,3.2416,4.7845,3.0679,3.5111,3.3728,60.1069,12.8041,8.1331,14.8365,0.346,0.0302,125.4988,6.077,0.651,3.3728,0.019,0.1135,2.8049,0.2253,5.7895,128.4474,2.1296,3.6188,0.1938
10-Nov-22,4.7058,5.3664,4.718,3.2208,4.7837,3.0199,3.4767,3.3561,59.9478,12.7614,8.1015,14.8185,0.3429,0.03,125.1363,6.0715,0.6479,3.3561,0.0189,0.1132,2.7639,0.2248,5.767,128.1139,2.1245,3.6046,0.1929
11-Nov-22,4.642,5.4188,4.7274,3.271,4.8019,3.0686,3.4809,3.3545,59.1997,12.8801,8.0773,14.783,0.3488,0.0299,123.4739,5.965,0.6474,3.3545,0.0187,0.1117,2.7922,0.2217,5.7497,126.3783,2.0957,3.5936,0.1903
14-Nov-22,4.586,5.4012,4.736,3.2969,4.8506,3.0694,3.46,3.3432,58.5169,12.8262,8.0049,14.7719,0.3479,0.0296,121.9843,6.0035,0.6516,3.3432,0.0185,0.1104,2.7975,0.219,5.6776,124.8537,2.0699,3.5482,0.188
15-Nov-22,4.5898,5.4003,4.7369,3.2692,4.8556,3.0761,3.4495,3.3427,58.5805,12.8465,7.9954,14.7766,0.3469,0.0295,122.1133,6.0065,0.6513,3.3427,0.0185,0.1107,2.8048,0.2192,5.6526,124.9558,2.0721,3.5319,0.1876
16-Nov-22,4.54,5.3788,4.7003,3.2385,4.7997,3.0618,3.4158,3.3049,58.0273,12.6949,7.9032,14.5406,0.3417,0.0291,120.809,5.9745,0.6414,3.3049,0.0183,0.1092,2.7876,0.2168,5.5683,123.6013,2.0451,3.4803,0.1856
17-Nov-22,4.55,5.4052,4.7193,3.2594,4.8092,3.0535,3.408,3.3143,58.1295,12.6927,7.9206,14.6143,0.3395,0.029,121.0525,5.9848,0.6381,3.3143,0.0183,0.1096,2.7892,0.2173,5.5803,123.8736,2.0454,3.4875,0.1858
21-Nov-22,4.5595,5.4048,4.6972,3.2485,4.7771,3.035,3.4007,3.3103,58.3702,12.653,7.9573,14.6204,0.3367,0.029,121.3117,5.9842,0.6371,3.3103,0.0184,0.1099,2.8009,0.2178,5.5696,124.1322,2.0333,3.4817,0.1863
22-Nov-22,4.577,5.4274,4.6967,3.2284,4.7837,3.0277,3.4075,3.3158,58.6092,12.6541,7.9836,14.6897,0.3382,0.0291,121.7838,5.9687,0.64,3.3158,0.0184,0.1103,2.8011,0.2186,5.6032,124.6087,2.0388,3.5018,0.1866
23-Nov-22,4.574,5.4335,4.7185,3.2349,4.8061,3.0367,3.4169,3.3147,58.509,12.6502,7.9853,14.649,0.3378,0.0291,121.6975,5.9794,0.6392,3.3147,0.0184,0.1103,2.8194,0.2185,5.5936,124.527,2.0386,3.4963,0.1866
24-Nov-22,4.5225,5.4736,4.7242,3.2617,4.8168,3.0602,3.3923,3.2969,57.9062,12.5564,7.9657,14.6014,0.3411,0.0289,120.3289,5.9193,0.6338,3.2969,0.0182,0.109,2.834,0.216,5.5357,123.1249,2.0154,3.4601,0.1842
25-Nov-22,4.46,5.4015,4.6455,3.2166,4.7281,3.0194,3.3465,3.2508,57.1044,12.5158,7.8604,14.4909,0.3361,0.0285,118.6865,5.8375,0.6229,3.2508,0.018,0.1075,2.7946,0.213,5.4639,121.4233,1.9871,3.4146,0.1815
29-Nov-22,4.506,5.4088,4.6768,3.251,4.7572,3.0206,3.3534,3.2792,57.6905,12.6582,7.9682,14.566,0.3396,0.0286,119.9122,5.9349,0.6274,3.2792,0.0182,0.1087,2.7969,0.2152,5.5217,122.6757,2.0071,3.451,0.1834
30-Nov-22,4.475,5.3604,4.6307,3.2249,4.6967,2.9965,3.2982,3.2613,57.3079,12.6538,7.9106,14.5156,0.3396,0.0284,119.0714,5.8813,0.6265,3.2613,0.0182,0.1081,2.7821,0.2137,5.4848,121.8317,1.9922,3.4283,0.1823
1-Dec-22,4.4075,5.3287,4.5977,3.2229,4.6749,2.9993,3.2842,3.2477,56.5202,12.601,7.8217,14.4041,0.3382,0.0282,117.2441,5.7952,0.6236,3.2477,0.018,0.1065,2.7891,0.2105,5.4395,119.994,1.9611,3.4007,0.1795
2-Dec-22,4.3965,5.3862,4.6273,3.2528,4.6896,2.9962,3.2716,3.2511,56.4751,12.6327,7.8523,14.386,0.3385,0.0285,116.9438,5.8072,0.6231,3.2511,0.018,0.1066,2.8028,0.21,5.42,119.6946,1.9584,3.3875,0.179
5-Dec-22,4.367,5.388,4.6203,3.2517,4.6726,2.9905,3.2601,3.2473,56.1892,12.5651,7.8304,14.35,0.3385,0.0284,116.1745,5.8009,0.628,3.2473,0.0182,0.106,2.8115,0.2086,5.3695,118.8914,1.9468,3.3559,0.1774
6-Dec-22,4.3805,5.3433,4.5965,3.1992,4.6477,2.945,3.225,3.2303,56.3535,12.5112,7.8146,14.321,0.3339,0.0281,116.5337,5.8268,0.6274,3.2303,0.0182,0.1063,2.7733,0.2092,5.322,119.2589,1.9512,3.326,0.1784
7-Dec-22,4.4055,5.3478,4.6112,3.2125,4.6753,2.9493,3.2281,3.2429,56.5918,12.5782,7.9414,14.3633,0.3338,0.0282,117.1832,5.8421,0.631,3.2429,0.0185,0.1066,2.7878,0.2104,5.3347,119.9396,1.9613,3.3345,0.1791
8-Dec-22,4.406,5.3733,4.6281,3.2199,4.6785,2.9595,3.2199,3.2467,56.5746,12.66,7.966,14.3747,0.3337,0.0282,117.1731,5.8323,0.6316,3.2467,0.0185,0.1066,2.7987,0.2104,5.3546,119.9532,1.9615,3.3466,0.1788
9-Dec-22,4.3988,5.3995,4.6548,3.2376,4.7103,2.9885,3.2371,3.2572,56.475,12.6455,7.9558,14.3623,0.3374,0.0282,117.0347,5.8297,0.632,3.2572,0.0186,0.1063,2.8174,0.2101,5.3508,119.7558,1.9572,3.3428,0.1788
12-Dec-22,4.4185,5.4043,4.6461,3.2295,4.7196,2.9931,3.2336,3.2605,56.808,12.7032,7.9584,14.3874,0.337,0.0282,117.4977,5.8721,0.6329,3.2605,0.0187,0.1069,2.8261,0.211,5.349,120.2935,1.966,3.343,0.1797
13-Dec-22,4.4345,5.4365,4.6715,3.2198,4.7347,2.9906,3.2525,3.2726,57.0449,12.7401,7.9358,14.4404,0.339,0.0283,117.9075,5.8899,0.6354,3.2726,0.0187,0.1071,2.8279,0.2118,5.3639,120.7291,1.972,3.3525,0.1799
14-Dec-22,4.415,5.4539,4.6914,3.2579,4.7519,3.015,3.2533,3.2746,56.7543,12.7518,7.925,14.4541,0.3408,0.0282,117.4327,5.8565,0.6344,3.2746,0.0188,0.1073,2.8437,0.2109,5.3383,120.1982,1.9633,3.3364,0.1793
15-Dec-22,4.4075,5.4596,4.6962,3.2514,4.7615,3.0139,3.2498,3.268,56.6848,12.6908,7.92,14.4215,0.3389,0.0282,117.2208,5.8792,0.6333,3.268,0.0187,0.1069,2.8411,0.2105,5.3327,119.994,1.96,3.333,0.1783
16-Dec-22,4.424,5.3995,4.7109,3.2218,4.7737,2.9723,3.2459,3.2616,56.8787,12.6283,7.9361,14.3809,0.3377,0.0283,117.6439,5.8875,0.6344,3.2616,0.0187,0.1073,2.8141,0.2113,5.3407,120.4531,1.9673,3.338,0.1792
19-Dec-22,4.4205,5.3853,4.6897,3.2445,4.7405,2.967,3.2357,3.2577,56.7972,12.6753,7.9721,14.3779,0.3392,0.0283,117.5321,5.879,0.633,3.2577,0.0187,0.1072,2.822,0.2111,5.3431,120.3578,1.9645,3.339,0.1792
20-Dec-22,4.435,5.3841,4.7046,3.3233,4.7763,2.9586,3.2435,3.2697,56.9769,12.705,8.0098,14.4082,0.3412,0.0284,117.9051,5.8958,0.6349,3.2697,0.0186,0.1075,2.8062,0.2118,5.3609,120.7526,1.9709,3.3506,0.1793
21-Dec-22,4.4395,5.4027,4.7134,3.3615,4.785,2.9587,3.2606,3.2821,56.9693,12.7691,8.0426,14.4748,0.3447,0.0284,118.0404,5.9199,0.637,3.2821,0.0187,0.1075,2.8013,0.212,5.3667,120.8685,1.9633,3.3541,0.1797
22-Dec-22,4.429,5.3742,4.7142,3.3615,4.7933,2.9927,3.2597,3.2871,56.8429,12.7692,8.0367,14.4432,0.3478,0.0284,117.7613,5.8995,0.6349,3.2871,0.0187,0.1073,2.7971,0.2115,5.3529,120.5826,1.9576,3.3457,0.1791
23-Dec-22,4.4285,5.3366,4.6978,3.3381,4.7526,2.9624,3.2496,3.2753,56.7505,12.711,8.0024,14.4082,0.3451,0.0284,117.748,5.8962,0.6335,3.2753,0.0187,0.1073,2.78,0.2115,5.3486,120.569,1.9574,3.343,0.1789
27-Dec-22,4.421,5.3419,4.7039,3.3262,4.7466,2.9771,3.2586,3.2853,56.6606,12.7553,7.973,14.3997,0.3491,0.0282,117.5329,5.8836,0.635,3.2853,0.0188,0.1072,2.7768,0.2112,5.3442,120.3763,1.953,3.3403,0.1786
28-Dec-22,4.432,5.3211,4.7148,3.3014,4.7633,2.9863,3.2741,3.2902,56.8646,12.7788,7.9072,14.4027,0.349,0.0282,117.9116,5.8983,0.6354,3.2902,0.0188,0.1074,2.7789,0.2117,5.3502,120.6643,1.9557,3.3439,0.1794
29-Dec-22,4.419,5.3192,4.6945,3.3015,4.7657,2.9813,3.252,3.2777,56.6946,12.7643,7.925,14.3605,0.3482,0.0281,117.5423,5.881,0.6338,3.2777,0.0187,0.107,2.799,0.2111,5.3399,120.3169,1.9488,3.3374,0.1784
30-Dec-22,4.413,5.3159,4.7038,3.3264,4.7804,2.9887,3.2562,3.2819,56.5947,12.7811,7.9214,14.3265,0.3494,0.0283,117.3749,5.873,0.6342,3.2819,0.0187,0.1069,2.7899,0.2108,5.3342,120.1601,1.9466,3.3338,0.1783
3-Jan-23,4.39,5.3005,4.685,3.3825,4.7524,2.999,3.2418,3.2829,56.2226,12.7886,7.8808,14.2941,0.3461,0.0282,116.7864,5.8639,0.6377,3.2829,0.0187,0.1062,2.7901,0.2097,5.3074,119.5306,1.9365,3.3173,0.1776
4-Jan-23,4.4045,5.2808,4.6551,3.3711,4.7188,2.9874,3.2301,3.2829,56.3466,12.8664,7.8701,14.3493,0.3457,0.0282,117.1472,5.8569,0.6387,3.2829,0.0187,0.1068,2.7594,0.2104,5.3169,119.9156,1.9403,3.3231,0.1778
5-Jan-23,4.401,5.2975,4.6681,3.3254,4.7338,2.994,3.2572,3.2786,56.295,12.9919,7.8631,14.3341,0.3459,0.0282,117.0634,5.8741,0.6391,3.2786,0.0187,0.1066,2.7585,0.2102,5.3187,119.8203,1.9395,3.3235,0.1664
6-Jan-23,4.3955,5.2434,4.6298,3.2845,4.6955,2.9773,3.2442,3.2719,56.2822,12.9565,7.9042,14.3181,0.348,0.0281,116.9405,5.861,0.6413,3.2719,0.0187,0.1064,2.7472,0.2099,5.3261,119.6706,1.9268,3.3287,0.1616
9-Jan-23,4.3765,5.3054,4.6686,3.3247,4.7247,3.0261,3.2626,3.2884,56.0587,13.0613,7.9364,14.3323,0.3515,0.0281,116.4428,5.8045,0.6443,3.2884,0.0186,0.1059,2.7922,0.209,5.3154,119.1533,1.9177,3.3223,0.1609
10-Jan-23,4.375,5.3237,4.6953,3.3185,4.7456,3.0201,3.2674,3.2868,56.033,13.0812,7.9767,14.3707,0.3531,0.0281,116.471,5.8583,0.6464,3.2868,0.0187,0.1059,2.7869,0.209,5.3253,119.1141,1.9165,3.3265,0.1585
11-Jan-23,4.375,5.3176,4.6959,3.303,4.7397,3.0196,3.2569,3.2859,56.0032,13.0441,7.9632,14.3688,0.3508,0.0281,116.5254,5.8687,0.6457,3.2859,0.0187,0.1059,2.7869,0.209,5.3517,119.1157,1.9143,3.3443,0.1581
12-Jan-23,4.3675,5.3131,4.7031,3.3161,4.6894,3.0193,3.2529,3.2828,55.9151,13.0881,7.9164,14.3536,0.3507,0.0284,116.2791,5.8588,0.6463,3.2828,0.0186,0.1058,2.7823,0.2086,5.3497,118.905,1.9111,3.3437,0.1471
13-Jan-23,4.34,5.2948,4.7069,3.3611,4.6717,3.0183,3.2427,3.2803,55.5669,13.0851,7.8816,14.2834,0.3492,0.0286,115.5423,5.8339,0.645,3.2803,0.0185,0.1051,2.7676,0.2073,5.3327,118.1596,1.898,3.3332,0.1469
16-Jan-23,4.312,5.2904,4.6828,3.3845,4.6702,3.0227,3.2278,3.2761,55.2244,13.1594,7.8992,14.2421,0.3497,0.0287,114.8076,5.8143,0.6436,3.2761,0.0184,0.1045,2.7687,0.2059,5.3032,117.3972,1.8846,3.3144,0.1454
17-Jan-23,4.3285,5.2764,4.6852,3.3613,4.6744,3.0165,3.2291,3.274,55.3775,13.0948,7.9103,14.2775,0.3495,0.0286,115.2438,5.8366,0.64,3.274,0.0185,0.1049,2.7698,0.2067,5.2866,117.8433,1.8912,3.3039,0.146
18-Jan-23,4.3365,5.32,4.6721,3.3066,4.695,3.0295,3.2386,3.2747,55.4246,13.0943,7.9133,14.2963,0.3483,0.0286,115.4631,5.8488,0.6395,3.2747,0.0185,0.105,2.7938,0.2071,5.302,118.061,1.8896,3.3137,0.1466
19-Jan-23,4.317,5.3246,4.6626,3.3649,4.7142,2.9813,3.1974,3.2653,55.1556,13.0689,7.907,14.2292,0.3497,0.0286,114.9469,5.827,0.6377,3.2653,0.0184,0.1046,2.7728,0.2062,5.3077,117.5302,1.88,3.3173,0.1456
20-Jan-23,4.294,5.3168,4.6525,3.3332,4.686,2.9727,3.1908,3.2464,54.8197,13.0735,7.8645,14.1292,0.3473,0.0284,114.3146,5.7933,0.6332,3.2464,0.0183,0.104,2.7529,0.2051,5.2885,116.904,1.8676,3.3059,0.1439
25-Jan-23,4.273,5.2669,4.6563,3.2742,4.6315,3.0345,3.2006,3.2423,54.5683,13.0145,7.8203,14.1177,0.3465,0.0286,113.8101,5.7655,0.6298,3.2424,0.0182,0.1036,2.7728,0.2041,5.2411,116.3323,1.8458,3.2751,0.1432
26-Jan-23,4.2505,5.2685,4.6386,3.2869,4.6312,3.0225,3.1708,3.24,54.2831,13.0114,7.8027,14.0471,0.3451,0.0284,113.2153,5.7369,0.6265,3.24,0.0181,0.1031,2.7577,0.203,5.2163,115.7197,1.8339,3.2558,0.1422
27-Jan-23,4.2295,5.2395,4.5989,3.2571,4.5878,3.0068,3.1705,3.2197,54.0128,12.8615,7.7848,13.9703,0.343,0.0282,112.668,5.7207,0.6234,3.2197,0.018,0.1028,2.7462,0.202,5.1875,115.148,1.6884,3.2422,0.1415
30-Jan-23,4.2375,5.2505,4.6057,3.2617,4.5995,3.0027,3.1799,3.2256,54.1081,12.933,7.7695,14.051,0.3448,0.0283,112.8856,5.7254,0.6274,3.2256,0.0181,0.103,2.7497,0.2024,5.1868,115.3658,1.6109,3.2418,0.1415
31-Jan-23,4.2475,5.2431,4.6064,3.2612,4.5921,2.9883,3.1675,3.2321,54.2029,12.9675,7.7907,14.1385,0.3449,0.0283,113.146,5.7413,0.6287,3.2321,0.0181,0.1032,2.7407,0.2029,5.203,115.638,1.6147,3.2519,0.1412
2-Feb-23,4.241,5.2525,4.6725,3.2976,4.6738,3.0291,3.1927,3.2516,54.0851,12.9447,7.8668,14.2843,0.3479,0.0285,113.015,5.7319,0.6317,3.2516,0.0181,0.1029,2.7696,0.2026,5.185,115.4611,1.5872,3.2406,0.1404
3-Feb-23,4.267,5.2113,4.6485,3.3189,4.6677,3.0129,3.2011,3.2541,54.3837,12.9186,7.949,14.3747,0.3476,0.0287,113.7078,5.7919,0.6327,3.2541,0.0182,0.1035,2.761,0.2038,5.1957,116.1689,1.5748,3.2476,0.1409
7-Feb-23,4.2945,5.1732,4.6114,3.2466,4.6332,2.9787,3.2001,3.2369,54.7227,12.7822,7.851,14.2917,0.3419,0.0284,114.4635,5.7619,0.6333,3.2369,0.0182,0.1044,2.7137,0.2051,5.1913,116.9176,1.5606,3.2452,0.1422
8-Feb-23,4.2985,5.1818,4.6136,3.2779,4.6619,2.9943,3.2096,3.2455,54.7667,12.8371,7.8354,14.305,0.342,0.0285,114.5686,5.7546,0.6341,3.2455,0.0182,0.1046,2.7197,0.2053,5.1993,117.0265,1.5552,3.2498,0.1419
9-Feb-23,4.306,5.2023,4.6201,3.2769,4.6794,2.9957,3.2043,3.2476,54.8577,12.8355,7.8569,14.3035,0.3407,0.0285,114.7593,5.7783,0.6343,3.2476,0.0182,0.1047,2.7296,0.2057,5.2096,117.2307,1.5687,3.2564,0.1418
10-Feb-23,4.3305,5.2362,4.6427,3.2865,4.6887,2.9943,3.2149,3.2603,55.1674,12.8473,7.9379,14.3641,0.3423,0.0286,115.3954,5.8179,0.6371,3.2603,0.0184,0.1053,2.7304,0.2068,5.2421,117.8977,1.6055,3.276,0.142
13-Feb-23,4.3595,5.2497,4.6474,3.302,4.7094,3.0109,3.2593,3.2713,55.5354,12.8884,7.9538,14.4104,0.3415,0.0287,116.1682,5.8413,0.6381,3.2713,0.0185,0.1062,2.7478,0.2082,5.2697,118.6872,1.6306,3.2933,0.1428
14-Feb-23,4.3495,5.2829,4.6692,3.2942,4.737,3.0281,3.2622,3.2763,55.4087,12.8617,7.937,14.4095,0.3429,0.0287,115.908,5.8153,0.6382,3.2763,0.0184,0.1061,2.7578,0.2077,5.2655,118.415,1.6126,3.2908,0.1425
15-Feb-23,4.384,5.3257,4.6992,3.2951,4.7482,3.0414,3.2801,3.2904,55.8614,12.845,7.9521,14.4467,0.3413,0.0288,116.8428,5.8818,0.6407,3.2904,0.0186,0.107,2.7632,0.2094,5.2903,119.3542,1.6389,3.3063,0.1433
16-Feb-23,4.4025,5.3039,4.7151,3.2912,4.7747,3.0428,3.2895,3.3003,56.0917,12.8672,7.9777,14.5443,0.3433,0.029,117.3546,5.8878,0.6427,3.3003,0.0186,0.1075,2.7714,0.2103,5.3275,119.8579,1.6541,3.3298,0.1441
17-Feb-23,4.4295,5.2952,4.7183,3.2894,4.7719,3.0335,3.2849,3.3072,56.4386,12.8243,8.0128,14.5707,0.3405,0.0292,118.0948,5.9202,0.6443,3.3072,0.0186,0.1082,2.7578,0.2116,5.3524,120.593,1.6658,3.3453,0.1449
20-Feb-23,4.432,5.3301,4.7343,3.3019,4.7911,3.0525,3.2877,3.3164,56.6527,12.8997,8.0363,14.5912,0.3425,0.0292,118.1646,5.8989,0.6453,3.3164,0.0186,0.1084,2.7642,0.2117,5.3609,120.661,1.6861,3.3505,0.1447
21-Feb-23,4.432,5.3286,4.7274,3.297,4.7965,3.0572,3.2892,3.3135,56.5313,12.8148,8.0531,14.578,0.3419,0.0292,118.163,5.8989,0.645,3.3135,0.0187,0.1084,2.7671,0.2117,5.3563,120.661,1.6932,3.3477,0.145
22-Feb-23,4.4365,5.377,4.7293,3.2886,4.7895,3.0337,3.2768,3.3127,56.5519,12.8074,8.0532,14.5307,0.3404,0.0292,118.2799,5.918,0.6436,3.3127,0.0187,0.1089,2.7639,0.2119,5.3562,120.7835,1.6884,3.3475,0.145
23-Feb-23,4.434,5.3492,4.7102,3.2899,4.7713,3.03,3.2791,3.3135,56.5255,12.8215,8.0618,14.6216,0.3424,0.0292,118.1975,5.9072,0.6442,3.3135,0.0186,0.109,2.7695,0.2118,5.3569,120.7155,1.6946,3.3479,0.1448
24-Feb-23,4.4335,5.3304,4.6995,3.2908,4.7478,3.0217,3.2753,3.3013,56.4975,12.7537,8.0734,14.5385,0.3405,0.0291,118.1636,5.8995,0.6405,3.3013,0.0186,0.1092,2.7645,0.2118,5.362,120.7019,1.6865,3.3511,0.1447
27-Feb-23,4.4725,5.3426,4.716,3.28,4.7499,3.0017,3.2847,3.3114,56.9992,12.7349,8.06,14.532,0.339,0.0293,119.2031,5.9385,0.6415,3.3115,0.0188,0.1103,2.747,0.2136,5.3953,121.7636,1.7189,3.3715,0.146
28-Feb-23,4.4835,5.4033,4.7494,3.291,4.7885,3.0199,3.3015,3.3262,57.1303,12.789,8.1179,14.6195,0.3397,0.0294,119.466,5.9464,0.6466,3.3262,0.0189,0.1106,2.7614,0.2141,5.4217,122.0631,1.7248,3.3886,0.1461
1-Mar-23,4.486,5.4009,4.752,3.2895,4.7706,3.0272,3.2928,3.3312,57.1505,12.7989,8.1534,14.6501,0.341,0.0294,119.5422,5.961,0.6487,3.3312,0.0189,0.1103,2.7838,0.2143,5.443,122.1312,1.7155,3.4016,0.1465
2-Mar-23,4.4765,5.3738,4.7657,3.2823,4.7516,3.0201,3.289,3.3289,57.028,12.8533,8.1339,14.5974,0.3411,0.0293,119.2938,5.9711,0.6494,3.3289,0.0189,0.1098,2.7893,0.2138,5.4203,121.8725,1.7119,3.3878,0.1461
3-Mar-23,4.4785,5.3585,4.7499,3.2765,4.7578,3.0187,3.2964,3.3237,57.0535,12.872,8.159,14.6086,0.3429,0.0292,119.3248,5.9552,0.6484,3.3237,0.0189,0.11,2.7872,0.2139,5.4437,121.927,1.589,3.4025,0.1455
6-Mar-23,4.464,5.376,4.7524,3.2953,4.7713,3.0206,3.2839,3.3216,56.8666,12.9391,8.1408,14.6107,0.3445,0.0292,118.9401,5.9369,0.6462,3.3216,0.0188,0.1097,2.7773,0.2132,5.4598,121.5322,1.6034,3.4126,0.1452
7-Mar-23,4.477,5.3921,4.7866,3.2928,4.8145,3.0063,3.2905,3.3295,57.0337,12.9618,8.1219,14.6298,0.345,0.0291,119.2896,5.9546,0.6452,3.3295,0.0189,0.1102,2.7802,0.2138,5.4744,121.8862,1.6243,3.4159,0.1452
8-Mar-23,4.5225,5.3422,4.7622,3.2828,4.7931,2.9726,3.284,3.3341,57.6118,12.8544,8.1567,14.6782,0.3417,0.0292,120.4843,6.0175,0.6482,3.3341,0.0191,0.1114,2.7533,0.216,5.5037,123.1249,1.6334,3.4398,0.1467
9-Mar-23,4.5245,5.3602,4.7729,3.3039,4.8107,2.9828,3.2761,3.3422,57.638,12.9032,8.1869,14.688,0.3427,0.0293,120.5168,5.9876,0.6493,3.3422,0.0191,0.1114,2.7649,0.2161,5.5264,123.1793,1.6275,3.4541,0.1465
10-Mar-23,4.518,5.3873,4.7877,3.3098,4.8654,2.9724,3.2629,3.3324,57.5567,12.8745,8.1833,14.6173,0.3401,0.0292,120.3452,5.9901,0.6484,3.3324,0.0191,0.1113,2.7564,0.2158,5.5066,123.0024,1.6252,3.4418,0.1462
13-Mar-23,4.484,5.4364,4.8055,3.3436,4.8915,2.9877,3.2685,3.3359,57.1527,12.9905,8.1698,14.6632,0.3442,0.0292,119.4396,5.951,0.6521,3.3359,0.019,0.1104,2.7781,0.2142,5.481,122.0867,1.6174,3.4256,0.1449
14-Mar-23,4.48,5.4454,4.7949,3.3487,4.9023,2.9765,3.2628,3.3234,57.1075,12.9723,8.144,14.69,0.3434,0.0291,119.3298,5.9842,0.6521,3.3233,0.019,0.1103,2.7836,0.214,5.4404,121.9712,1.5889,3.4001,0.145
15-Mar-23,4.471,5.4423,4.8068,3.3302,4.8949,2.9942,3.2696,3.3317,56.9565,12.9566,8.1532,14.6295,0.344,0.0291,119.0695,5.9791,0.6495,3.3317,0.019,0.11,2.7852,0.2135,5.4291,121.7327,1.6046,3.393,0.1447
16-Mar-23,4.508,5.4434,4.7778,3.3962,4.8444,2.9886,3.2783,3.337,57.437,13.0638,8.2023,14.7128,0.3435,0.0292,120.0295,6.0012,0.6529,3.337,0.0191,0.1109,2.7765,0.2153,5.4476,122.7335,1.5908,3.4048,0.1459
17-Mar-23,4.4825,5.4418,4.7694,3.3649,4.835,3.006,3.2735,3.3402,57.1055,13.1173,8.2022,14.6703,0.3447,0.0292,119.3392,5.9752,0.6523,3.3402,0.019,0.1102,2.7955,0.2141,5.4328,122.0459,1.5818,3.3956,0.1455
20-Mar-23,4.4805,5.4546,4.7802,3.3937,4.837,2.9988,3.2659,3.339,57.0932,13.1383,8.194,14.6599,0.3415,0.0291,119.2812,5.9797,0.6496,3.339,0.019,0.1101,2.8012,0.214,5.432,121.9881,1.6103,3.395,0.1448
21-Mar-23,4.4775,5.4892,4.7979,3.4123,4.8197,2.9979,3.2728,3.3445,57.1201,13.1046,8.2352,14.6527,0.3424,0.0292,119.2045,5.9989,0.6507,3.3445,0.019,0.1101,2.7841,0.2139,5.4198,121.9097,1.5884,3.3873,0.1449
22-Mar-23,4.472,5.4695,4.8163,3.378,4.8472,2.9927,3.2638,3.3456,56.9798,12.9887,8.201,14.6623,0.342,0.0291,119.028,6.0004,0.6494,3.3456,0.019,0.1099,2.7733,0.2136,5.4114,121.7567,1.5872,3.3813,0.1447
23-Mar-23,4.4285,5.4544,4.8271,3.3902,4.8362,2.9804,3.2377,3.3424,56.4237,12.9849,8.1227,14.6083,0.3463,0.0289,117.9,5.9424,0.6478,3.3424,0.0188,0.1087,2.778,0.2115,5.3814,120.5723,1.5648,3.3638,0.1433
24-Mar-23,4.4265,5.4371,4.7935,3.3962,4.8303,2.9578,3.2257,3.3333,56.3936,12.9762,8.1452,14.5911,0.3429,0.0291,117.8326,5.9656,0.6466,3.3333,0.0188,0.1087,2.7626,0.2114,5.3818,120.5343,1.5648,3.3636,0.143
27-Mar-23,4.4295,5.4237,4.7715,3.3918,4.8233,2.9489,3.2273,3.3236,56.4278,12.9244,8.1432,14.6039,0.3415,0.0292,117.914,5.9426,0.6442,3.3236,0.0188,0.1088,2.7501,0.2116,5.3804,120.6127,1.5666,3.3621,0.1434
28-Mar-23,4.397,5.4162,4.7556,3.3672,4.8107,2.9423,3.2244,3.3104,56.0152,12.8249,8.0846,14.4977,0.3388,0.0291,117.0723,5.8996,0.6389,3.3104,0.0187,0.1081,2.7409,0.21,5.35,119.7245,1.5537,3.3437,0.1423
29-Mar-23,4.4008,5.4239,4.7691,3.342,4.7795,2.9476,3.2351,3.3117,56.063,12.8218,8.0837,14.4495,0.3385,0.0291,117.1846,5.9175,0.6389,3.3117,0.0187,0.1083,2.7549,0.2102,5.3506,119.8168,1.5523,3.3444,0.1424
30-Mar-23,4.424,5.4435,4.7925,3.3345,4.8113,2.955,3.2588,3.3257,56.3578,12.9027,8.1279,14.5121,0.3389,0.0294,117.8178,5.9521,0.6416,3.3257,0.0188,0.1088,2.7489,0.2113,5.3779,120.4596,1.5605,3.3579,0.1436
31-Mar-23,4.409,5.4661,4.8089,3.3209,4.8262,2.9624,3.2609,3.3229,56.1688,12.9315,8.1182,14.4781,0.3407,0.0295,117.4559,5.9332,0.6427,3.3229,0.0188,0.1084,2.7722,0.2106,5.3698,120.0414,1.556,3.3562,0.1432
3-Apr-23,4.4225,5.4295,4.7719,3.3141,4.8175,2.9467,3.2708,3.3141,56.3379,12.843,8.108,14.4293,0.3351,0.0295,117.7841,5.9493,0.6417,3.3141,0.0188,0.1088,2.7508,0.2112,5.3646,120.4155,1.5781,3.3536,0.1431
4-Apr-23,4.4075,5.4671,4.7993,3.3175,4.8233,2.9885,3.2802,3.32,56.1515,12.8611,8.0753,14.4532,0.3361,0.0296,117.5098,5.9276,0.6404,3.32,0.0188,0.1085,2.778,0.2105,5.3615,120.0071,1.5468,3.3456,0.1426
5-Apr-23,4.396,5.491,4.8176,3.3383,4.8542,2.9693,3.2697,3.3154,56.0018,12.9313,8.0742,14.4264,0.3348,0.0295,117.2032,5.9268,0.639,3.3154,0.0187,0.1081,2.7917,0.21,5.3553,119.6809,1.5245,3.3472,0.1423
6-Apr-23,4.4045,5.4814,4.7978,3.3567,4.8553,2.9512,3.266,3.3123,56.1094,12.9439,8.0802,14.4308,0.3341,0.0295,117.4048,5.9458,0.6402,3.3123,0.0188,0.1082,2.7724,0.2104,5.3762,119.9189,1.5261,3.3603,0.1425
