,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
22-Jan-21,4.0375,5.538,4.9151,3.8995,4.5622,3.1266,3.187,3.0484,52.0833,13.4718,8.3996,14.431,0.3662,0.0287,107.6509,5.8242,0.6243,3.0487,0.0175,0.0992,2.9046,0.3038,5.5293,109.9193,2.5136,3.4571,0.2567
25-Jan-21,4.046,5.5436,4.9262,3.8992,4.571,3.1286,3.1844,3.0507,52.1953,13.4957,8.4169,14.4454,0.367,0.0288,107.8588,5.8362,0.6247,3.0507,0.0175,0.0994,2.9151,0.3047,5.5457,110.1507,2.5181,3.4649,0.2574
26-Jan-21,4.0445,5.5266,4.9098,3.8996,4.5531,3.1149,3.172,3.0479,52.1783,13.4952,8.4157,14.44,0.3669,0.0288,107.8375,5.8312,0.625,3.0479,0.0175,0.0993,2.9084,0.3041,5.5416,110.1099,2.5145,3.4656,0.2575
27-Jan-21,4.044,5.5518,4.9163,3.8984,4.5597,3.129,3.1795,3.0503,52.1682,13.489,8.4116,14.4362,0.3662,0.0288,107.8242,5.828,0.6258,3.0503,0.0175,0.0993,2.9234,0.3045,5.549,110.0962,2.5149,3.4651,0.2571
29-Jan-21,4.054,5.5556,4.9041,3.88,4.5553,3.0989,3.1505,3.0451,52.2925,13.5178,8.433,14.4621,0.363,0.0288,108.0908,5.8323,0.6273,3.0451,0.0176,0.0995,2.901,0.3064,5.5548,110.3685,2.5267,3.4688,0.2581
2-Feb-21,4.0425,5.5358,4.8835,3.852,4.5107,3.086,3.1516,3.0375,52.1411,13.4885,8.4116,14.4473,0.3623,0.0288,107.7842,5.8143,0.6257,3.0375,0.0176,0.0991,2.9001,0.3046,5.5307,110.0554,2.5187,3.4599,0.257
3-Feb-21,4.0475,5.5317,4.874,3.8546,4.5087,3.0806,3.1677,3.0389,52.2167,13.4872,8.427,14.476,0.3628,0.0289,107.9175,5.8118,0.6266,3.0389,0.0176,0.0986,2.9199,0.3014,5.5459,110.1915,2.5234,3.467,0.2572
4-Feb-21,4.0525,5.5163,4.8703,3.8553,4.5033,3.0908,3.1664,3.0364,52.2795,13.4948,8.4273,14.4903,0.3621,0.0289,108.0508,5.8152,0.6275,3.0364,0.0176,0.0987,2.9162,0.2947,5.5543,110.3277,2.5257,3.4715,0.2578
5-Feb-21,4.0745,5.5705,4.8711,3.8604,4.5049,3.0936,3.1772,3.0434,52.5572,13.5231,8.473,14.5541,0.3617,0.029,108.6244,5.8398,0.629,3.0434,0.0177,0.0998,2.9116,0.2921,5.5827,110.9266,2.5427,3.4905,0.2597
8-Feb-21,4.0615,5.5779,4.8894,3.8512,4.514,3.1174,3.1819,3.0457,52.3882,13.5203,8.4529,14.5113,0.3632,0.029,108.2778,5.8211,0.6289,3.0457,0.0177,0.0995,2.9235,0.2911,5.5767,110.5727,2.5345,3.4807,0.2593
9-Feb-21,4.0575,5.59,4.9004,3.8669,4.5257,3.1354,3.1886,3.0505,52.3403,13.5431,8.4451,14.4994,0.3638,0.029,108.1683,5.8255,0.6291,3.0505,0.0176,0.0993,2.9413,0.2909,5.5684,110.4638,2.534,3.4755,0.2591
10-Feb-21,4.04,5.5845,4.8993,3.864,4.5312,3.127,3.182,3.0471,52.1139,13.5027,8.4094,14.4425,0.3643,0.0289,107.7017,5.822,0.6275,3.0471,0.0176,0.099,2.9233,0.2896,5.5445,109.9873,2.5258,3.4639,0.258
11-Feb-21,4.0445,5.5998,4.9023,3.8668,4.5439,3.1274,3.1858,3.051,52.1686,13.5132,8.4211,14.4338,0.3656,0.0289,107.826,5.8329,0.6263,3.051,0.0176,0.0986,2.9201,0.2868,5.554,110.1099,2.5358,3.4703,0.2583
15-Feb-21,4.036,5.6092,4.8975,3.8414,4.53,3.1416,3.186,3.0516,52.0596,13.5209,8.425,14.4194,0.3662,0.029,107.5951,5.8149,0.6249,3.0516,0.0175,0.0989,2.9225,0.2883,5.5648,109.8784,2.5392,3.4671,0.2594
16-Feb-21,4.0305,5.6223,4.8958,3.8169,4.5353,3.145,3.1959,3.0493,51.9904,13.4935,8.3973,14.4024,0.3669,0.029,107.4485,5.8069,0.6241,3.0493,0.0175,0.0988,2.9278,0.2879,5.5502,109.7287,2.5308,3.4655,0.258
17-Feb-21,4.0385,5.6077,4.8825,3.8113,4.5206,3.1304,3.1814,3.0404,52.0912,13.4707,8.35,14.4263,0.3644,0.0289,107.6618,5.8323,0.6253,3.0404,0.0175,0.099,2.9073,0.2885,5.5362,109.9465,2.523,3.4723,0.2586
18-Feb-21,4.038,5.5926,4.8603,3.8136,4.4914,3.1299,3.1778,3.0403,52.0868,13.451,8.3421,14.4545,0.3653,0.0288,107.6484,5.8077,0.626,3.0403,0.0175,0.099,2.9017,0.2884,5.5472,109.9329,2.5231,3.4694,0.2584
19-Feb-21,4.0435,5.6417,4.8864,3.8253,4.5088,3.1384,3.1809,3.0441,52.1543,13.4649,8.344,14.4648,0.3646,0.0287,107.795,5.8205,0.6248,3.0441,0.0176,0.0991,2.9166,0.2888,5.5647,110.0826,2.5431,3.4783,0.2582
22-Feb-21,4.0405,5.664,4.8971,3.8244,4.5009,3.1831,3.2047,3.0525,52.115,13.4638,8.3125,14.4748,0.3649,0.0286,107.7151,5.8301,0.6252,3.0525,0.0176,0.0985,2.9536,0.2886,5.5696,110.001,2.542,3.4757,0.2578
23-Feb-21,4.042,5.6877,4.9177,3.8486,4.5127,3.199,3.2088,3.061,52.1323,13.4688,8.3024,14.4968,0.3639,0.0286,107.7637,5.8305,0.6258,3.061,0.0176,0.0985,2.9579,0.2887,5.5821,110.0418,2.5414,3.484,0.2578
24-Feb-21,4.039,5.7186,4.908,3.8279,4.4566,3.1991,3.2113,3.0602,52.0869,13.4499,8.2953,14.5037,0.3636,0.0287,107.6837,5.8322,0.6251,3.0602,0.0175,0.0993,2.9751,0.2885,5.5801,109.9601,2.5411,3.4838,0.2576
25-Feb-21,4.04,5.7146,4.9161,3.8126,4.4567,3.2169,3.2303,3.0634,52.1021,13.4532,8.3102,14.5418,0.3646,0.0287,107.7017,5.8366,0.6262,3.0634,0.0176,0.0989,3.0017,0.2886,5.5866,109.9873,2.5366,3.4912,0.2577
26-Feb-21,4.0495,5.6634,4.924,3.8176,4.4729,3.1807,3.2138,3.0496,52.2213,13.4356,8.3178,14.5566,0.3604,0.0284,107.955,5.8582,0.626,3.0496,0.0176,0.0992,2.9816,0.2892,5.5467,110.246,2.5577,3.4949,0.2579
1-Mar-21,4.0535,5.6694,4.8976,3.8038,4.463,3.1431,3.1909,3.0476,52.2584,13.3515,8.3294,14.5626,0.3613,0.0284,108.0616,5.8341,0.6271,3.0476,0.0176,0.0993,2.9497,0.2895,5.5069,110.3549,2.5582,3.4483,0.2576
2-Mar-21,4.054,5.6316,4.8757,3.7961,4.4282,3.1471,3.1997,3.045,52.2534,13.3751,8.3467,14.544,0.3614,0.0283,108.075,5.8244,0.6264,3.045,0.0176,0.0994,2.94,0.2896,5.5209,110.3685,2.5642,3.4452,0.2577
3-Mar-21,4.0495,5.6541,4.8928,3.7901,4.4235,3.1687,3.2051,3.0458,52.2004,13.3647,8.337,14.5394,0.3605,0.0283,107.9636,5.8143,0.6264,3.0458,0.0176,0.0987,2.9509,0.2892,5.5297,110.246,2.5638,3.4499,0.2583
4-Mar-21,4.0555,5.653,4.8865,3.7882,4.4096,3.1566,3.202,3.0425,52.2784,13.3492,8.3481,14.5766,0.3595,0.0284,108.115,5.8287,0.6267,3.0425,0.0176,0.0994,2.9386,0.2897,5.5559,110.4093,2.577,3.4858,0.2588
5-Mar-21,4.0675,5.6563,4.8657,3.7678,4.3798,3.1385,3.2147,3.0419,52.4146,13.3755,8.3771,14.5841,0.361,0.0284,108.4349,5.8401,0.6284,3.0419,0.0177,0.0998,2.9184,0.2905,5.5755,110.736,2.5834,3.4904,0.2592
8-Mar-21,4.09,5.6491,4.8679,3.7724,4.3896,3.1452,3.2308,3.0406,52.6583,13.3312,8.4174,14.5853,0.3609,0.0285,109.0173,5.844,0.6283,3.0406,0.0177,0.1004,2.9268,0.2921,5.5856,111.3486,2.6088,3.501,0.2605
9-Mar-21,4.126,5.7135,4.8955,3.7817,4.41,3.1609,3.2622,3.0591,53.1225,13.3831,8.5024,14.5628,0.3623,0.0286,109.9944,5.8813,0.6327,3.0591,0.0179,0.1013,2.9414,0.2947,5.6386,112.3287,2.6247,3.5202,0.2623
10-Mar-21,4.1285,5.7252,4.9049,3.7949,4.4397,3.1709,3.2591,3.0642,53.1848,13.4173,8.4931,14.567,0.3616,0.0287,110.0611,5.8935,0.634,3.0642,0.0179,0.1011,2.9494,0.2949,5.6602,112.3967,2.6312,3.5383,0.2625
11-Mar-21,4.1125,5.7302,4.907,3.7888,4.4225,3.1851,3.2621,3.0623,52.9896,13.4483,8.4759,14.582,0.362,0.0285,109.6345,5.8681,0.6328,3.0623,0.0178,0.1011,2.9639,0.2937,5.6525,111.9611,2.6233,3.5254,0.2614
12-Mar-21,4.117,5.7547,4.9248,3.7873,4.4434,3.203,3.2817,3.0679,53.0531,13.4279,8.5022,14.6414,0.3639,0.0286,109.7545,5.8939,0.6346,3.0679,0.0179,0.1012,2.97,0.2941,5.6633,112.0836,2.6273,3.5292,0.2622
15-Mar-21,4.117,5.7335,4.9215,3.7727,4.4312,3.1903,3.3003,3.0599,53.0343,13.393,8.4882,14.6122,0.3624,0.0286,109.7545,5.88,0.6331,3.0599,0.0178,0.1012,2.9642,0.2941,5.6611,112.0836,2.6248,3.5353,0.2629
16-Mar-21,4.114,5.7065,4.9096,3.7686,4.4404,3.1892,3.2965,3.0607,52.9824,13.3919,8.4733,14.5763,0.3638,0.0286,109.6745,5.8768,0.6331,3.0607,0.0178,0.1011,2.9608,0.2939,5.6768,112.002,2.6196,3.5476,0.2619
17-Mar-21,4.1185,5.7208,4.9016,3.7752,4.4488,3.1855,3.3066,3.0581,53.0335,13.3718,8.4643,14.5443,0.3642,0.0285,109.7945,5.887,0.6334,3.0581,0.0179,0.1014,2.9591,0.2942,5.6774,112.1245,2.6288,3.5477,0.2625
18-Mar-21,4.1075,5.7269,4.9124,3.773,4.447,3.2129,3.3112,3.0615,52.898,13.3534,8.4326,14.4993,0.365,0.0285,109.5012,5.8621,0.6324,3.0615,0.0178,0.1011,2.9747,0.2934,5.6726,111.825,2.6335,3.5387,0.2611
19-Mar-21,4.1165,5.7283,4.9044,3.7806,4.4392,3.1878,3.2928,3.0632,53.0043,13.3263,8.4549,14.4647,0.3638,0.0285,109.7411,5.8855,0.632,3.0632,0.0178,0.1013,2.9495,0.294,5.6673,112.07,2.6537,3.547,0.2625
22-Mar-21,4.1095,5.6878,4.8885,3.7783,4.4226,3.175,3.286,3.0604,52.9224,13.3123,8.4601,14.4492,0.3636,0.0285,109.5545,5.8676,0.6314,3.0604,0.0178,0.1012,2.9399,0.2935,5.6703,111.8795,2.6347,3.5421,0.2612
23-Mar-21,4.116,5.6998,4.911,3.7864,4.455,3.1747,3.2835,3.0702,52.9958,13.2946,8.4665,14.4728,0.3652,0.0286,109.7278,5.8819,0.6323,3.0702,0.0178,0.1013,2.9207,0.294,5.6865,112.0564,2.6376,3.5547,0.2617
24-Mar-21,4.1275,5.6658,4.8907,3.8026,4.4194,3.1386,3.2774,3.0673,53.1329,13.3059,8.4815,14.4794,0.3645,0.0286,110.0579,5.8874,0.6328,3.0673,0.0179,0.1017,2.881,0.2948,5.6897,112.3695,2.6442,3.5619,0.2618
25-Mar-21,4.1395,5.6715,4.8941,3.8014,4.4249,3.1481,3.2932,3.0739,53.2867,13.3017,8.5087,14.4859,0.365,0.0286,110.3543,5.8925,0.6336,3.0739,0.0179,0.1019,2.8881,0.2957,5.6968,112.6962,2.6523,3.5655,0.2627
26-Mar-21,4.1465,5.707,4.885,3.7956,4.4119,3.1565,3.2945,3.077,53.3713,13.3114,8.5359,14.474,0.3662,0.0287,110.5409,5.8935,0.6338,3.077,0.018,0.1024,2.8901,0.2962,5.7145,112.8929,2.6779,3.5684,0.264
29-Mar-21,4.1455,5.7119,4.8861,3.7846,4.4127,3.1657,3.2886,3.0786,53.3406,13.2869,8.5509,14.5191,0.3663,0.0287,110.5143,5.887,0.6334,3.0786,0.018,0.1022,2.8965,0.2961,5.7153,112.8595,2.6867,3.5729,0.2639
30-Mar-21,4.1465,5.7126,4.8794,3.7711,4.413,3.175,3.2953,3.0764,53.3267,13.2816,8.5583,14.5287,0.3658,0.0287,110.5409,5.8887,0.631,3.0764,0.018,0.1022,2.9146,0.2962,5.6958,112.8868,2.6882,3.5738,0.2638
31-Mar-21,4.159,5.7093,4.8691,3.7521,4.4057,3.1627,3.2953,3.087,53.4944,13.2494,8.5678,14.5822,0.3674,0.0286,110.8948,5.8928,0.6337,3.087,0.018,0.1025,2.9038,0.2971,5.658,113.2271,2.7157,3.5421,0.2646
1-Apr-21,4.1465,5.7143,4.8614,3.7479,4.3864,3.1395,3.2935,3.0797,53.337,13.2518,8.5424,14.5175,0.3671,0.0285,110.5409,5.8765,0.6312,3.0797,0.018,0.1022,2.8889,0.2962,5.6627,112.8868,2.7169,3.5448,0.2638
2-Apr-21,4.1375,5.7282,4.8738,3.7408,4.3937,3.1571,3.3018,3.0793,53.2134,13.24,8.5292,14.5329,0.3669,0.0285,110.301,5.8613,0.6305,3.0793,0.0179,0.1019,2.9111,0.2955,5.6446,112.6417,2.7094,3.5371,0.2634
5-Apr-21,4.141,5.7299,4.874,3.7456,4.3946,3.1561,3.2938,3.0776,53.2553,13.2089,8.5307,14.5171,0.3672,0.0285,110.3943,5.8733,0.6306,3.0776,0.0179,0.102,2.9115,0.2958,5.6457,112.737,2.6985,3.5401,0.2636
6-Apr-21,4.1325,5.7411,4.8776,3.7444,4.4049,3.1545,3.2952,3.0815,53.1443,13.1608,8.5079,14.502,0.3675,0.0285,110.1677,5.8616,0.6305,3.0815,0.0179,0.1019,2.9128,0.2952,5.6393,112.5056,2.7036,3.5239,0.2631
7-Apr-21,4.128,5.7068,4.8987,3.7601,4.432,3.1592,3.28,3.0841,53.0632,13.1717,8.5017,14.5081,0.3698,0.0285,110.0477,5.8651,0.631,3.0841,0.0179,0.1017,2.9121,0.2949,5.614,112.3831,2.6974,3.5133,0.2628
8-Apr-21,4.1385,5.6929,4.913,3.771,4.4536,3.1533,3.2821,3.0869,53.1705,13.1548,8.5181,14.5376,0.3706,0.0284,110.3276,5.8972,0.6321,3.0869,0.0179,0.102,2.9042,0.2956,5.5683,112.669,2.7065,3.4693,0.2636
9-Apr-21,4.1355,5.6811,4.9241,3.7841,4.4732,3.1595,3.29,3.087,53.1648,13.1578,8.5093,14.5455,0.3701,0.0284,110.2477,5.8856,0.6312,3.087,0.0179,0.1019,2.9155,0.2954,5.5376,112.5873,2.7113,3.465,0.2632
12-Apr-21,4.137,5.6638,4.9201,3.7765,4.4678,3.1481,3.2951,3.0825,53.1844,13.1167,8.5199,14.5326,0.3678,0.0283,110.2877,5.8888,0.6312,3.0825,0.0179,0.1019,2.91,0.2955,5.5199,112.6281,2.7103,3.4595,0.2634
13-Apr-21,4.134,5.6766,4.9155,3.7679,4.4721,3.1418,3.2862,3.079,53.18,13.1238,8.5145,14.519,0.367,0.0283,110.2341,5.8931,0.6312,3.079,0.0179,0.1018,2.8975,0.2953,5.5076,112.5465,2.7029,3.442,0.2635
14-Apr-21,4.1295,5.6855,4.9383,3.7925,4.4891,3.1624,3.2931,3.0872,53.1341,13.1095,8.5165,14.5058,0.3691,0.0282,110.0877,5.8826,0.6314,3.0872,0.0179,0.1017,2.9253,0.295,5.4912,112.4239,2.7017,3.4382,0.2632
15-Apr-21,4.128,5.6853,4.9433,3.7908,4.4692,3.1839,3.2962,3.0867,53.1524,13.1048,8.514,14.514,0.3692,0.0282,110.0477,5.8945,0.6313,3.0867,0.0179,0.1017,2.9486,0.2949,5.4856,112.3831,2.7007,3.437,0.2634
16-Apr-21,4.127,5.6781,4.9349,3.7916,4.473,3.1912,3.2911,3.0901,53.1234,13.198,8.5308,14.5658,0.3693,0.0283,110.024,5.8958,0.6319,3.0901,0.0179,0.1016,2.9549,0.2948,5.5175,112.3559,2.7009,3.4426,0.2632
19-Apr-21,4.1295,5.7123,4.9372,3.8009,4.4842,3.1917,3.3008,3.0976,53.1409,13.2271,8.5294,14.6478,0.3695,0.0284,110.0877,5.9054,0.6328,3.0976,0.0179,0.1017,2.9468,0.295,5.5257,112.4239,2.6947,3.471,0.2635
20-Apr-21,4.116,5.7632,4.9668,3.8071,4.503,3.2107,3.295,3.103,52.9931,13.1923,8.5235,14.6466,0.3704,0.0284,109.7483,5.9037,0.6337,3.103,0.0178,0.1014,2.9713,0.294,5.5201,112.0564,2.685,3.4354,0.2623
21-Apr-21,4.116,5.733,4.952,3.8118,4.4932,3.1763,3.2658,3.0964,53.0303,13.146,8.505,14.6644,0.3683,0.0283,109.7483,5.9062,0.6333,3.0964,0.0178,0.1014,2.9536,0.294,5.4603,112.0564,2.685,3.4354,0.2621
22-Apr-21,4.11,5.7281,4.9472,3.8052,4.4852,3.1869,3.2872,3.096,52.9557,13.1184,8.4891,14.6295,0.3683,0.0283,109.5679,5.8912,0.6336,3.096,0.0178,0.1012,2.9576,0.2936,5.4563,111.8931,2.682,3.4304,0.2621
23-Apr-21,4.1115,5.6979,4.9428,3.8096,4.4832,3.178,3.2954,3.0932,52.9774,13.0856,8.497,14.6208,0.3672,0.0283,109.6079,5.8998,0.6328,3.0932,0.0178,0.1013,2.9502,0.2937,5.4767,111.9339,2.6768,3.4283,0.2619
26-Apr-21,4.1035,5.7041,4.9693,3.8096,4.4967,3.1903,3.2944,3.0966,52.8839,13.0518,8.4884,14.6832,0.3688,0.0283,109.4179,5.8897,0.6325,3.0966,0.0178,0.1011,2.9607,0.2647,5.4864,111.7161,2.6711,3.4189,0.2611
27-Apr-21,4.0985,5.6889,4.9465,3.7856,4.4748,3.1903,3.3036,3.0896,52.8127,13.0442,8.4649,14.7058,0.3687,0.0283,109.2875,5.8898,0.6319,3.0896,0.0178,0.1009,2.9583,0.2644,5.4853,111.58,2.6627,3.4283,0.2612
28-Apr-21,4.1025,5.692,4.9544,3.7684,4.4834,3.176,3.3054,3.092,52.853,13.0695,8.468,14.7069,0.3691,0.0283,109.3679,5.8922,0.6325,3.092,0.0178,0.101,2.9534,0.2647,5.5031,111.6889,2.6579,3.4345,0.2617
30-Apr-21,4.1045,5.7243,4.9738,3.7715,4.5149,3.1935,3.3452,3.0948,52.8668,13.1597,8.5228,14.7125,0.3699,0.0284,109.4212,5.9012,0.6346,3.0948,0.0178,0.1011,2.9762,0.2648,5.5337,111.7433,2.6748,3.4646,0.2621
3-May-21,4.102,5.6712,4.9316,3.7446,4.4892,3.1686,3.3375,3.0802,52.8149,13.1685,8.5263,14.6728,0.367,0.0284,109.3779,5.8904,0.6337,3.0802,0.0178,0.101,2.9432,0.2646,5.5296,111.6753,2.6767,3.4615,0.2619
4-May-21,4.1125,5.7075,4.9515,3.764,4.498,3.1835,3.3449,3.0865,52.9531,13.2023,8.5575,14.7219,0.367,0.0285,109.6345,5.8963,0.6353,3.0865,0.0178,0.1013,2.9536,0.2653,5.5658,111.9611,2.6932,3.4772,0.2622
5-May-21,4.117,5.7274,4.9503,3.7676,4.5096,3.1845,3.3507,3.0852,52.9998,13.204,8.5771,14.7262,0.3661,0.0285,109.7545,5.8951,0.636,3.0852,0.0179,0.1013,2.9527,0.2656,5.574,112.0836,2.6865,3.484,0.2627
6-May-21,4.1245,5.7312,4.949,3.771,4.5121,3.1858,3.3598,3.085,53.0868,13.2238,8.5923,14.7409,0.3665,0.0288,109.9779,5.9087,0.6365,3.085,0.0179,0.1015,2.9684,0.2661,5.5848,112.2878,2.6973,3.4875,0.2632
7-May-21,4.1165,5.7261,4.9678,3.7726,4.5368,3.2014,3.3833,3.089,53.0019,13.1855,8.5922,14.745,0.3673,0.0288,109.7411,5.9017,0.6373,3.089,0.0178,0.1013,2.9766,0.2656,5.5916,112.07,2.6958,3.4881,0.2627
10-May-21,4.1055,5.7563,4.9902,3.7703,4.5556,3.2208,3.3857,3.0956,52.8606,13.1756,8.5825,14.7962,0.3684,0.0289,109.4479,5.8945,0.6385,3.0956,0.0178,0.1009,2.9859,0.2649,5.5969,111.7706,2.6996,3.4903,0.2621
11-May-21,4.1158,5.8116,4.9965,3.7797,4.5695,3.2239,3.4034,3.1026,52.9974,13.2424,8.5942,14.7804,0.3675,0.029,109.7446,5.9366,0.6404,3.1026,0.0178,0.1011,2.9897,0.2655,5.6006,112.0496,2.7024,3.5066,0.2627
12-May-21,4.131,5.8282,5.0053,3.795,4.5606,3.2168,3.4053,3.1075,53.1814,13.2234,8.6323,14.7399,0.3674,0.0291,110.1512,5.9571,0.6414,3.1075,0.0179,0.1013,2.9859,0.2665,5.62,112.4648,2.7172,3.5202,0.2635
17-May-21,4.134,5.8232,5.0152,3.7807,4.5824,3.2047,3.4075,3.0957,53.2242,13.1489,8.6446,14.728,0.3647,0.029,110.2312,5.9476,0.6421,3.0957,0.0179,0.1014,2.9827,0.2667,5.6415,112.5465,2.713,3.5253,0.2631
18-May-21,4.1263,5.8498,5.0206,3.7791,4.5746,3.2168,3.427,3.097,53.1326,13.1034,8.6183,14.7487,0.3646,0.0289,110.0245,5.9463,0.642,3.097,0.0179,0.1011,2.9876,0.2662,5.6358,112.3355,2.7019,3.5223,0.263
19-May-21,4.127,5.8554,5.0473,3.7887,4.5981,3.2151,3.4195,3.1022,53.146,13.1224,8.6353,14.7987,0.3664,0.0289,110.0445,5.9599,0.642,3.1022,0.0179,0.101,2.9863,0.2513,5.6496,112.3559,2.7024,3.531,0.2632
20-May-21,4.139,5.842,5.0421,3.7926,4.5796,3.2032,3.4171,3.1037,53.3064,13.1857,8.6382,14.7924,0.3656,0.0288,110.3645,5.9742,0.6428,3.1037,0.018,0.1013,2.9697,0.2521,5.6571,112.6826,2.7026,3.5355,0.264
21-May-21,4.143,5.8737,5.0677,3.8056,4.6185,3.2135,3.4305,3.1118,53.3675,13.2069,8.6452,14.7909,0.3674,0.0288,110.4741,5.9772,0.6439,3.1118,0.018,0.1014,2.9772,0.2523,5.6731,112.7915,2.7012,3.5419,0.2642
24-May-21,4.1405,5.8569,5.0438,3.8037,4.6118,3.1992,3.4308,3.1119,53.3298,13.1905,8.6198,14.8251,0.3672,0.0288,110.4074,5.9829,0.6436,3.1119,0.018,0.1013,2.9675,0.2522,5.6854,112.7234,2.702,3.553,0.2646
25-May-21,4.1425,5.8739,5.0648,3.8108,4.6218,3.2135,3.4395,3.1214,53.3604,13.2179,8.6159,14.8671,0.3693,0.0289,110.4343,5.981,0.6461,3.1214,0.018,0.1014,2.9925,0.2523,5.686,112.7779,2.6939,3.5483,0.2644
27-May-21,4.1435,5.8488,5.0522,3.7991,4.6183,3.2075,3.418,3.1291,53.3863,13.2528,8.6179,14.909,0.3708,0.0289,110.4609,5.9932,0.6488,3.1291,0.018,0.1015,3.0214,0.2523,5.695,112.8051,2.669,3.5585,0.2643
28-May-21,4.137,5.8719,5.0418,3.7638,4.6092,3.2037,3.4252,3.1259,53.3191,13.2215,8.6413,14.9172,0.3711,0.0289,110.2877,5.9766,0.6494,3.1259,0.018,0.1013,3.0105,0.2519,5.7027,112.6281,2.6648,3.5618,0.2638
31-May-21,4.138,5.8747,5.0477,3.7726,4.6024,3.1962,3.4261,3.1283,53.3175,13.2416,8.6714,14.9727,0.3719,0.0289,110.3143,5.9729,0.6504,3.1283,0.018,0.1014,3.0011,0.252,5.7136,112.6554,2.6766,3.57,0.2639
1-Jun-21,4.1205,5.8666,5.0396,3.7649,4.5855,3.199,3.4198,3.1228,53.103,13.2067,8.642,14.9445,0.3727,0.0289,109.8478,5.9476,0.6468,3.1228,0.0179,0.1009,3.0014,0.2509,5.6834,112.1896,2.6853,3.5465,0.2625
2-Jun-21,4.126,5.8422,5.0432,3.7639,4.5993,3.2024,3.4208,3.1207,53.1794,13.2413,8.6255,15.0077,0.3719,0.0289,109.9944,5.9622,0.6465,3.1207,0.0179,0.1009,2.9969,0.2513,5.6466,112.3287,2.6599,3.5374,0.2631
3-Jun-21,4.1225,5.8414,5.0323,3.7587,4.589,3.1927,3.4246,3.1176,53.1397,13.2344,8.629,14.9915,0.3708,0.0289,109.9011,5.946,0.6457,3.1176,0.0179,0.1009,2.9793,0.2511,5.6413,112.2334,2.6576,3.5252,0.2628
4-Jun-21,4.1275,5.8185,5.0005,3.7443,4.5633,3.1615,3.406,3.1091,53.2035,13.2207,8.6322,14.9034,0.3697,0.0288,110.0579,5.9572,0.6446,3.1091,0.0179,0.1009,2.9501,0.2514,5.6517,112.3695,2.6608,3.5381,0.2631
8-Jun-21,4.121,5.8355,5.019,3.7664,4.5896,3.1925,3.4093,3.1138,53.1142,13.2083,8.6385,14.8738,0.3697,0.0289,109.8611,5.9426,0.6447,3.1138,0.018,0.1007,2.9758,0.251,5.6613,112.1925,2.6545,3.5376,0.2627
9-Jun-21,4.1175,5.8306,5.0153,3.761,4.5934,3.1853,3.4001,3.1102,53.0657,13.2183,8.6244,14.8547,0.3692,0.0289,109.7678,5.9409,0.6439,3.1102,0.0179,0.1006,2.963,0.2508,5.6474,112.0988,2.6461,3.5304,0.2631
10-Jun-21,4.1163,5.8117,5.0093,3.7574,4.5948,3.1841,3.3972,3.1088,53.0469,13.2228,8.6268,14.8513,0.3694,0.0289,109.7345,5.9433,0.6447,3.1088,0.0179,0.1006,2.9565,0.2507,5.6395,112.0632,2.6459,3.5251,0.2625
11-Jun-21,4.114,5.8328,5.0137,3.7603,4.6031,3.1892,3.4031,3.1118,53.0213,13.2326,8.6261,14.8619,0.3703,0.029,109.6745,5.9333,0.6442,3.1118,0.0179,0.1008,2.9596,0.2505,5.6401,112.002,2.6414,3.5195,0.2625
14-Jun-21,4.116,5.8077,4.9804,3.7495,4.5789,3.1695,3.3865,3.1023,53.0327,13.2305,8.6024,14.864,0.3683,0.0289,109.7483,5.9356,0.6433,3.1023,0.0179,0.1005,2.9384,0.2507,5.62,112.0564,2.6406,3.5205,0.2628
15-Jun-21,4.116,5.8083,4.9898,3.7383,4.5754,3.172,3.3903,3.1027,53.0286,13.2177,8.5813,14.8311,0.368,0.0289,109.7278,5.9257,0.6427,3.1027,0.0179,0.1006,2.9434,0.2507,5.6226,112.0564,2.6406,3.5107,0.2628
16-Jun-21,4.1195,5.8011,4.9939,3.7414,4.5826,3.1695,3.3829,3.1026,53.0788,13.212,8.5564,14.8405,0.3685,0.0289,109.8211,5.9287,0.6433,3.1026,0.018,0.1007,2.9413,0.2509,5.6165,112.1517,2.6219,3.5116,0.2629
17-Jun-21,4.1325,5.7824,4.9563,3.7324,4.5477,3.1519,3.3661,3.0921,53.2275,13.1987,8.5365,14.9018,0.3658,0.0288,110.1941,5.9495,0.6435,3.0921,0.018,0.101,2.9295,0.2517,5.613,112.5056,2.628,3.5223,0.2641
18-Jun-21,4.142,5.7684,4.9383,3.7588,4.5174,3.1282,3.3534,3.0895,53.3478,13.2037,8.5667,14.8771,0.3659,0.0288,110.4474,5.9202,0.6425,3.0895,0.018,0.1013,2.904,0.2523,5.5903,112.7643,2.6328,3.4945,0.2644
21-Jun-21,4.15,5.7249,4.9202,3.7794,4.4972,3.109,3.3281,3.081,53.4487,13.1537,8.5259,14.8495,0.3647,0.0288,110.6608,5.9292,0.6416,3.081,0.018,0.1015,2.8867,0.2527,5.5906,112.9821,2.6392,3.5114,0.2652
